import_route_id,proposed_safe_id,route_name,region,difficulty,route_distance_km,route_ascent_m,track_file,track_file_name,track_name,platform,author,source_track_id,license_status,track_distance_km,track_ascent_m,duration_hours,point_count,start_name,end_name,is_loop,quality_score,match_status,match_confidence,match_method,id_status,review_note
FZ079,FZ081,莲花峰-鳝溪古道圈越,福州周边,较难,7.64,1009,/Users/firephoenix/Documents/Codex/2026-06-17/100/outputs/shanji-import/raw/莲花峰→鳝溪古道圈越（不建议反穿）.kml,莲花峰→鳝溪古道圈越（不建议反穿）.kml,莲花峰-鳝溪古道圈越,KML,💥遇见陌生🎇,45610045,待确认,7.64,1009,3.52,1365,鳝溪风景区,鳝溪风景区,是,95,已匹配,高,名称精确匹配,原始ID未占用；建议整批顺延以保持新增批次连续,可导入；正式发布前仍需确认授权、起终点、交通、开放状态和实地路况。
FZ080,FZ082,蛇山古道-恩顶村-竹园岭古道,福州周边,较难,8.54,804,/Users/firephoenix/Documents/Codex/2026-06-17/100/outputs/shanji-import/raw/蛇山古道-恩顶村-竹园岭古道.kml,蛇山古道-恩顶村-竹园岭古道.kml,蛇山古道-恩顶村-竹园岭古道,KML,小条条,63343159,待确认,8.54,804,4.5,795,云谷街区,云谷街区,是,80,已匹配,高,名称精确匹配,原始ID未占用；建议整批顺延以保持新增批次连续,可导入；正式发布前仍需确认授权、起终点、交通、开放状态和实地路况。
FZ081,FZ083,2025-10-03 13:54:47,福州周边,较难,7.25,748,/Users/firephoenix/Documents/Codex/2026-06-17/100/outputs/shanji-import/raw/马尾君山小桂林.kml,马尾君山小桂林.kml,2025-10-03 13:54:47,KML,小条条,63343159,待确认,7.25,748,3.52,680,阳光学院(北门),阳光学院(北门),是,80,已匹配,高,名称精确匹配,原始ID未占用；建议整批顺延以保持新增批次连续,可导入；正式发布前仍需确认授权、起终点、交通、开放状态和实地路况。
FZ082,FZ084,鳝溪古道-樟林古道,福州周边,较难,8.94,857,/Users/firephoenix/Documents/Codex/2026-06-17/100/outputs/shanji-import/raw/鳝溪古道-樟林古道.kml,鳝溪古道-樟林古道.kml,鳝溪古道-樟林古道,两步路,xwlkin,63532236,待确认,8.94,857,6.15,849,左海云山宸院(建设中),樟林新苑,是,95,已匹配,高,名称精确匹配,原始ID未占用；建议整批顺延以保持新增批次连续,可导入；正式发布前仍需确认授权、起终点、交通、开放状态和实地路况。
FZ083,FZ085,鼓岭古道。牛头寨。柱里公园，鼓山穿越,晋安区,较难,20.9,4289,/Users/firephoenix/Documents/Codex/2026-06-17/100/outputs/shanji-import/raw/鼓岭古道。牛头寨。柱里公园，鼓山穿越.kml,鼓岭古道。牛头寨。柱里公园，鼓山穿越.kml,鼓岭古道。牛头寨。柱里公园，鼓山穿越,KML,,,待确认,20.9,4289,0.0,1696,,,否,95,已匹配,高,名称精确匹配,原始ID未占用；建议整批顺延以保持新增批次连续,可导入；正式发布前仍需确认授权、起终点、交通、开放状态和实地路况。
FZ084,FZ086,龙凤古道,福州周边,较难,12.22,867,/Users/firephoenix/Documents/Codex/2026-06-17/100/outputs/shanji-import/raw/龙凤古道.kml,龙凤古道.kml,龙凤古道,两步路,麦芒_LBL8254007,62456889,待确认,12.22,867,3.96,1241,福清市水系联排联调中心梨洞水库管理站,福清市水系联排联调中心梨洞水库管理站,是,80,已匹配,高,名称精确匹配,原始ID未占用；建议整批顺延以保持新增批次连续,可导入；正式发布前仍需确认授权、起终点、交通、开放状态和实地路况。
FZ085,FZ087,（指路版）连江王庄村—睡狐狸—老虎厝,连江县,轻松,6.81,239,/Users/firephoenix/Documents/Codex/2026-06-17/100/outputs/shanji-import/raw/（指路版）连江王庄村—睡狐狸—老虎厝.kml,（指路版）连江王庄村—睡狐狸—老虎厝.kml,（指路版）连江王庄村—睡狐狸—老虎厝,两步路,如意自在,56904019,待确认,6.81,239,2.25,7744,王庄村礼堂,王庄村礼堂,是,100,已匹配,高,名称精确匹配,原始ID未占用；建议整批顺延以保持新增批次连续,可导入；正式发布前仍需确认授权、起终点、交通、开放状态和实地路况。
FZ086,FZ088,（指路版）闽侯鸿尾举口村—畲家厝—穆源溪瀑布,永泰县,中等,6.84,491,/Users/firephoenix/Documents/Codex/2026-06-17/100/outputs/shanji-import/raw/（指路版）闽侯鸿尾举口村—畲家厝—穆源溪瀑布.kml,（指路版）闽侯鸿尾举口村—畲家厝—穆源溪瀑布.kml,（指路版）闽侯鸿尾举口村—畲家厝—穆源溪瀑布,两步路,如意自在,56904019,待确认,6.84,491,3.5,644,举口,举口,是,100,已匹配,高,名称精确匹配,原始ID未占用；建议整批顺延以保持新增批次连续,可导入；正式发布前仍需确认授权、起终点、交通、开放状态和实地路况。
,,,福州周边,中等,,,/Users/firephoenix/Documents/Codex/2026-06-17/100/outputs/shanji-import/raw/2025-10-1209_17莆田瑞云山.kml,2025-10-1209_17莆田瑞云山.kml,2025-10-12 09:17莆田瑞云山,两步路,海狼王,723494,待确认,7.46,688,3.98,798,瑞云山(公交站),瑞云山森林公园(入口),是,70,未进入新增线路表,不关联,候选轨迹未被 routes-v1.2-import.csv 收录,,保留为未关联 raw 候选，暂不导入。
,,,福州周边,较难,,,/Users/firephoenix/Documents/Codex/2026-06-17/100/outputs/shanji-import/raw/2025-11-23贡院岭古道～鹅鼻岭～泉头古道！ (1).kml,2025-11-23贡院岭古道～鹅鼻岭～泉头古道！ (1).kml,2025-11-23 贡院岭古道～鹅鼻岭～泉头古道！,KML,仰望星空3539,61739907,待确认,10.89,955,3.31,1856,福州恒一高级中学(西门),福州恒一高级中学(西门),是,80,未进入新增线路表,不关联,候选轨迹未被 routes-v1.2-import.csv 收录,,保留优先
